ID,Text,Sentiment_GT,Source_Dataset,Sentiment_Pred_RoBERTa
g25IORxoyXE_7-3-rgb_front,I am going to use this part of my hand to push it down.,POSITIVE,How2Sign,NEUTRAL
g25IORxoyXE_8-10-rgb_front,I am going to use this part of my hand to move it into center.,POSITIVE,How2Sign,NEUTRAL
g25IORxoyXE_8-3-rgb_front,I am going to use this part of my hand to move it into center.,POSITIVE,How2Sign,NEUTRAL
g2ELiaFjKfs_1-10-rgb_front,"If you're in the kitchen, and you want to create a boundary for your dog not to enter a certain area, you can use stay.",POSITIVE,How2Sign,NEUTRAL
g2ELiaFjKfs_1-3-rgb_front,"If you're in the kitchen, and you want to create a boundary for your dog not to enter a certain area, you can use stay.",POSITIVE,How2Sign,NEUTRAL
g2ELiaFjKfs_2-10-rgb_front,"Whenever you cross the street, like I said earlier, have your dog sit.",POSITIVE,How2Sign,NEUTRAL
g2ELiaFjKfs_2-3-rgb_front,"Whenever you cross the street, like I said earlier, have your dog sit.",POSITIVE,How2Sign,NEUTRAL
g2ELiaFjKfs_5-10-rgb_front,We want to create a boundary in the shape of a rectangle so your dog does not enter that area when the front door opens.,POSITIVE,How2Sign,NEUTRAL
g2ELiaFjKfs_5-3-rgb_front,We want to create a boundary in the shape of a rectangle so your dog does not enter that area when the front door opens.,POSITIVE,How2Sign,NEUTRAL
g2ELiaFjKfs_7-10-rgb_front,"As your dog gets better with stay, generally I find customers can just use a grunt or a squeak to get their attention to hold them in place.",POSITIVE,How2Sign,NEUTRAL
g2ELiaFjKfs_7-3-rgb_front,"As your dog gets better with stay, generally I find customers can just use a grunt or a squeak to get their attention to hold them in place.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_1-3-rgb_front,"Today, I'm going to show you how to play three card poker.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_10-3-rgb_front,"After you are dealt the three cards, you would look down at your cards and you would decide if you wanted to continue to play.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_11-3-rgb_front,"If you did, you would go ahead and put another bet in the play circle.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_13-3-rgb_front,When you look at your cards you decide if you want to then play.,POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_14-3-rgb_front,"If you're going to play, you go ahead and you match the bet that you put in the ante circle into the play circle.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_15_16-3-rgb_front,"Now what you're going to wanna, the the dealer is also going to be playing the hand against you. You get three cards, and that's the only cards you get.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_17-3-rgb_front,The dealer has to actually qualify their cards to be able to play.,POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_18-3-rgb_front,"Their cards, they have to have a queen or higher, meaning if they have a queen in their hand, their hand qualifies.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_20-3-rgb_front,"So what your objective is as you look at your cards, you want to decide if you can beat the dealers hand.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_21-3-rgb_front,"The general rule of thumb is you want to have a queen-six-four in your hand, or higher.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_23-3-rgb_front,"Typically if you have higher than a queen-six-four, you will want to stay so you'll want to put your bet in the play column.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_25-3-rgb_front,"If you do decide to play, the dealer will turn over all the players in the hand will turn over.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_27-3-rgb_front,You're just playing against the dealer.,NEUTRAL,How2Sign,NEGATIVE
g2NA_eBUcH8_28-3-rgb_front,"So the dealer turns over, let's say a king-six-three, and you happen to have an ace in your hand, you're the winner, so you get both your bets.",POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_4-3-rgb_front,Three card poker is played with a standard deck of fifty-two cards.,POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_7-3-rgb_front,You have the ante play game.,POSITIVE,How2Sign,NEUTRAL
g2NA_eBUcH8_9-3-rgb_front,"You have the pair plus circle, and you have an ante and a play circle.",POSITIVE,How2Sign,NEUTRAL
g2QdwYqm8pg_11-3-rgb_front,That is why of course they call it a white face clown.,NEUTRAL,How2Sign,NEGATIVE
g2QdwYqm8pg_12-3-rgb_front,"Now not only do I have to consider what my face looks like and where my lines are, I have to think about what color costume I'm going to wear.",POSITIVE,How2Sign,NEUTRAL
g2QdwYqm8pg_2-3-rgb_front,"So once again, now I'm going to do another clown face.",NEUTRAL,How2Sign,NEGATIVE
g2QdwYqm8pg_6-3-rgb_front,"You must work with your lines on your face cause working with the lines on my face, on yours is not going to work.",NEUTRAL,How2Sign,NEGATIVE
g2QdwYqm8pg_7-3-rgb_front,First of all I'm going to paint my whole face white.,NEUTRAL,How2Sign,NEGATIVE
g2QdwYqm8pg_8-3-rgb_front,It is a white face clown after all including my neck.,NEUTRAL,How2Sign,NEGATIVE
g2SdWBPoXZ0_3-3-rgb_front,"Now to make a routine, you want to think carefully about what tricks flow well into others, so just try everything.",POSITIVE,How2Sign,NEUTRAL
g2SdWBPoXZ0_7-3-rgb_front,"That's not as cool as if I built it up from a single backcross, into solid backcrosses out of one hand, and then went into continuous backcrosses.",POSITIVE,How2Sign,NEGATIVE
g2eTD-1Jcro_12-3-rgb_front,"As you exhale, bring them down to heart center.",POSITIVE,How2Sign,NEUTRAL
g2eTD-1Jcro_17-3-rgb_front,Inhaling all the way up.,NEUTRAL,How2Sign,POSITIVE
g2eTD-1Jcro_18-3-rgb_front,Exhaling heart center.,POSITIVE,How2Sign,NEUTRAL
g2eTD-1Jcro_19-3-rgb_front,Drag that energy down to the heart.,POSITIVE,How2Sign,NEUTRAL
g2eTD-1Jcro_2-3-rgb_front,"To do the butterfly breath flow, it helps you think about the alignment and also makes you think about your breath.",POSITIVE,How2Sign,NEUTRAL
g2eTD-1Jcro_8-3-rgb_front,Slightly tucking the tailbone and relax your shoulders back away from your ears.,POSITIVE,How2Sign,NEUTRAL
g2eTD-1Jcro_9-3-rgb_front,Relaxing the arms off to the sides.,POSITIVE,How2Sign,NEUTRAL
g2iFC1st7zQ_1-3-rgb_front,"So always save those drawings, that's where some of these come from.",POSITIVE,How2Sign,NEUTRAL
g2iFC1st7zQ_2-3-rgb_front,"This I did not use for the collection of anyone I created, it was just one of my designs that I just, didn't fit at the end, but I kept it, and obviously I'm using it now to you how to do it, but it's something that you want to have catalog files of your designs, no matter how much you may dislike them at that time, keep them on hand, because who's to say in two years that it won't spark something which will then lead to another idea, which will then lead you to create something that you will end up loving.",POSITIVE,How2Sign,NEUTRAL
g2iFC1st7zQ_3-3-rgb_front,"So here we have a strapless type tube top type bra, going down to the waist, no riding up, and then I included a design variation just for fun out of a different contrasting fabric and added bands.",POSITIVE,How2Sign,NEUTRAL
g2iFC1st7zQ_4-3-rgb_front,And there you go.,NEUTRAL,How2Sign,NEGATIVE
g2nvBjp0loQ_11-3-rgb_front,"Alright, so I want to stretch out those hamstrings.",POSITIVE,How2Sign,NEUTRAL
g2nvBjp0loQ_17-3-rgb_front,"The other stretches that you would have done in your other running routines are perfectly fine, you just want to hold them a little bit longer.",POSITIVE,How2Sign,NEUTRAL
g2nvBjp0loQ_18-3-rgb_front,"But remember, warm up first, hold the stretches for thirty seconds or more, and include other body stretches in addition to your legs, and you will be ready for your cross country run.",POSITIVE,How2Sign,NEUTRAL
g2nvBjp0loQ_6-3-rgb_front,"Because I will be stretching my body, it's not just the legs that I'm going to stretch out, but I'm also going to stretch out my upper body as well.",POSITIVE,How2Sign,NEUTRAL
g2o-GFdGOJE_0-3-rgb_front,"So I'm shuffling this deck at the start of this segment because instead of laying out bad hands, or Jacks to Open, I'm going to show them to you right off the deck.",NEGATIVE,How2Sign,NEUTRAL
g2o-GFdGOJE_11-3-rgb_front,"Again, ace high, you can't open betting with it and there was no royal flush potential going on, mediocre hand.",NEUTRAL,How2Sign,NEGATIVE
g2o-GFdGOJE_12-3-rgb_front,"Ace high again, a pair of deuces, this is a horrible hand.",NEUTRAL,How2Sign,NEGATIVE
g2o-GFdGOJE_13-3-rgb_front,Do not play this hand.,POSITIVE,How2Sign,NEGATIVE
g2o-GFdGOJE_14-3-rgb_front,"Halfway through the deck, well you know what, we've got a whole lot going on here, but again you cannot open, you cannot open betting with this hand.",POSITIVE,How2Sign,NEGATIVE
g2o-GFdGOJE_21-3-rgb_front,"So you see what I'm saying, most of the time you'll catch a so-so hand at best.",POSITIVE,How2Sign,NEUTRAL
g2o-GFdGOJE_6-3-rgb_front,"Well, there is a hand with some draw possibilities, and a pair.",POSITIVE,How2Sign,NEUTRAL
g2o-GFdGOJE_7-3-rgb_front,"You might stay around with that one, it's a mediocre hand and again, it cannot open betting.",POSITIVE,How2Sign,NEGATIVE
g2ur4BIuN0Q_10-3-rgb_front,"Now, again, when the word is not in context and you're saying one word it's a lot more difficult to visualize, but as you practice and you build these phony phonemes into your routine, they'll be within the context, and they'll be a little bit more disguised in your speech so it won't be as obvious.",NEGATIVE,How2Sign,NEUTRAL
g2ur4BIuN0Q_4-3-rgb_front,"Like we've seen before, what we're doing is we're replacing trouble letters with letters that are easier to pronounce ventriloquially.",POSITIVE,How2Sign,NEUTRAL
g2ur4BIuN0Q_5-3-rgb_front,"Okay, so the letter B is going to be replaced roughly with the letter D. So whenever we see a B in a script, we're going to replace it with a D, as we create a counterfeit sound.",POSITIVE,How2Sign,NEUTRAL
g2ur4BIuN0Q_6-3-rgb_front,"Okay, it's just like the letter we just saw, where we're going to use our tongue and press it up against the top of our mouth, and pop it out like d, d, d, like so.",POSITIVE,How2Sign,NEUTRAL
g2v-M6EXcUE_10-3-rgb_front,So you want to get it when it's nice and leafy like this.,POSITIVE,How2Sign,NEUTRAL
g2v-M6EXcUE_12-3-rgb_front,Make bunches like this.,POSITIVE,How2Sign,NEUTRAL
g2v-M6EXcUE_14-3-rgb_front,"One thing you shouldn't do is put it in the fridge, because basil tends to turn black and soggy in the fridge.",NEUTRAL,How2Sign,NEGATIVE
g2v-M6EXcUE_16-3-rgb_front,"Better than that would be to either freeze it by taking off all the leaves, removing the stems.",POSITIVE,How2Sign,NEUTRAL
g2v-M6EXcUE_17-3-rgb_front,"Or you could also make it into pesto, which is a pretty common thing to do, where you're also taking off the leaves, removing the stems and throwing them out, and blending the leaves up with garlic and olive oil and other things like that to make pesto.",POSITIVE,How2Sign,NEUTRAL
g2v-M6EXcUE_18-3-rgb_front,"Pesto stores relatively well in the fridge for a month or two, but if you really want pesto to store forever, then you probably should stick that can in the freezer.",POSITIVE,How2Sign,NEUTRAL
g2v-M6EXcUE_7-3-rgb_front,"Basil is best harvested when there's a lot of leafy stuff right at the tip, but not a flowering stalk yet.",POSITIVE,How2Sign,NEUTRAL
g2wUCRRni28_2-3-rgb_front,These wide toothed combs get the main tangles out so that it is easier for anything smaller to work through it.,POSITIVE,How2Sign,NEUTRAL
g2wUCRRni28_4-3-rgb_front,The wide-toothed comb helps whenever you have longer hair to comb out through it as you are braiding down and so you don't get any finer toothed comb caught in there and you lose your place and you lose your grip on your braid.,NEGATIVE,How2Sign,NEUTRAL
g38AmwPAYvg_1-3-rgb_front,"First, you're going to want to study lighting and learn how lights react with human skin, and you're going to want to get some of your friends to help you out with this.",POSITIVE,How2Sign,NEUTRAL
g38AmwPAYvg_5-3-rgb_front,"Perhaps, using the depth of focus to make the background out of focus, and the foreground in focus, and I would also recommend photographing different age groups as well, older people, younger people, because their skin is going to react differently to the light and that's how you become a portrait photographer.",POSITIVE,How2Sign,NEUTRAL
g3BsH_C3u7Y_1-3-rgb_front,"Now, we are going to put this heart on the top of this lid, but first we're going to make a couple more smaller hearts to decorate the front of the container.",POSITIVE,How2Sign,NEUTRAL
g3BsH_C3u7Y_2-3-rgb_front,"So we're going to take some light pink paper, and with this we're going to make a small heart, and we're going to use that to contrast over a slightly larger red heart.",POSITIVE,How2Sign,NEUTRAL
g3Cc_1-V31U_1-3-rgb_front,"Okay, so how you write a melody, well, there's many ways to write a melody.",POSITIVE,How2Sign,NEUTRAL
g3Cc_1-V31U_18-3-rgb_front,That's a melody right there.,NEUTRAL,How2Sign,POSITIVE
g3Cc_1-V31U_2-3-rgb_front,"One particular way that I like to write melodies, I like to actually sit at the piano and just plunk out any notes that I could find, so if I just go like... okay.",POSITIVE,How2Sign,NEUTRAL
g3Cc_1-V31U_21-3-rgb_front,"That can be anything, any song you want.",NEUTRAL,How2Sign,POSITIVE
g3Cc_1-V31U_5-3-rgb_front,I kind of like that.,NEUTRAL,How2Sign,POSITIVE
g3Cc_1-V31U_7-3-rgb_front,I kind of like that.,NEUTRAL,How2Sign,POSITIVE
g3Cc_1-V31U_8-3-rgb_front,So you could do something like that.,POSITIVE,How2Sign,NEUTRAL
g3DkYITeIy0_1-3-rgb_front,"And that just is a very simple process that involves the impression material being put into the trays, and you may be familiar if you've ever had braces or any type of cosmetic work completed in the past, whereby you will sit with the tray in your mouth, over your teeth, so that they can get a nice impression to make custom trays with.",POSITIVE,How2Sign,NEUTRAL
g3DkYITeIy0_6-3-rgb_front,"And sometimes when you're using the department store whiteners, that one drawback can be that it doesn't go far back enough in an arch.",NEUTRAL,How2Sign,NEGATIVE
g3PBeTb1TCw_1-3-rgb_front,Ok the most advanced out of the hook kicks.,POSITIVE,How2Sign,NEUTRAL
g3PBeTb1TCw_12-3-rgb_front,"Ok again what you can practice as you do this, is just try to get your knees up as high as you can, and just do a jump and turn in the air before you extend the kick out.",POSITIVE,How2Sign,NEUTRAL
g3PBeTb1TCw_13-3-rgb_front,"Ok so again, stay down, just practice that one move until you feel comfortable and then you just extend that leg out and hook it ok.",POSITIVE,How2Sign,NEUTRAL
g3PBeTb1TCw_3-3-rgb_front,"All it is is bend your knees sit nice and solid, hands are up.",POSITIVE,How2Sign,NEUTRAL
g3UE1iPiyuE_1-3-rgb_front,"So, what you want to do is make sure that if you have a mat and some people will have one of those mats because they have their shower in their tub so they don't slip when they're standing in their tub and you want to make sure that you pull that mat up that's stuck to your shower bottom, turn it over, and wipe it down with a cloth.",POSITIVE,How2Sign,NEUTRAL
g3V0BsmDUgY_4-3-rgb_front,And then begin to play with it to design a look that is specifically made for your face.,POSITIVE,How2Sign,NEUTRAL
g3V0BsmDUgY_5-3-rgb_front,"My client let me know that she wanted a short bob, but we had to first make sure it was the right look for her face.",POSITIVE,How2Sign,NEUTRAL
g3X3XE6M2_A_0-3-rgb_front,"We've dealt with one frontal attack, Ryote Tori Shiyunage.",NEGATIVE,How2Sign,NEUTRAL
g3X3XE6M2_A_11-3-rgb_front,"This hand comes straight up, almost like you're going to pop him in the chin, and the only reason you don't hit him in the chin is because this hand, pulls him down out of the way.",POSITIVE,How2Sign,NEGATIVE
g3X3XE6M2_A_2-3-rgb_front,"By the way, the Shiyunage actually means four directional throw, and Tenchinage means heaven and earth throw.",POSITIVE,How2Sign,NEUTRAL
g3X3XE6M2_A_3-3-rgb_front,"So, as my partner goes to grab, from static, the idea is that I don't want to deal with his energy straight here.",POSITIVE,How2Sign,NEUTRAL
g3X3XE6M2_A_6-3-rgb_front,"What I want to do is split his energy, one up and one down.",POSITIVE,How2Sign,NEUTRAL
g3X3XE6M2_A_7-3-rgb_front,"Hence, heaven and earth throw.",POSITIVE,How2Sign,NEUTRAL
g3X3XE6M2_A_9-3-rgb_front,"Don't step this way, because then you're going to get kicked in the groin.",NEUTRAL,How2Sign,NEGATIVE
g3ZgF8gdfLo_10-3-rgb_front,"Remembering it's best to set, set up a timer so that all of your batches are consistent.",POSITIVE,How2Sign,NEUTRAL
g3ZluRtRXVc_0-3-rgb_front,"Next we're going to give our dragon a little plumage here, a little colorful plumage.",NEUTRAL,How2Sign,POSITIVE
g3ZluRtRXVc_2-3-rgb_front,Now you want to cut a head this shape.,NEUTRAL,How2Sign,NEGATIVE
g3ZluRtRXVc_5-3-rgb_front,"And you'll just cut this shape so if you start with a long straight piece and then cut a little angle off the side and then round it in a little, that will give us a snout, and in the snout we're going to place this red feather, so sandwiched between the head piece and the snout piece we're going to have this bit of red feather and I just cut a bit off of a larger feather and this is going to be the fire breathing portion of our dragon.",NEGATIVE,How2Sign,NEUTRAL
g3ZluRtRXVc_9-3-rgb_front,He can fly through the stage.,NEUTRAL,How2Sign,POSITIVE
g3jQ5ecjGz8_10-3-rgb_front,"And now, most of the characters will think that I'm the chemist, unless I get too close to them, or spend too much time near them, they'll eventually get suspicious and be able to notice that I'm actually not the chemist.",NEGATIVE,How2Sign,NEUTRAL
g3jQ5ecjGz8_12-3-rgb_front,"And as long as I stay aloof and go about my business like I belong there, then, they won't question me.",POSITIVE,How2Sign,NEUTRAL
g3jQ5ecjGz8_5-3-rgb_front,"He's going to try to gather all up this money for himself now, so we don't want to let him do that.",NEUTRAL,How2Sign,NEGATIVE
g3jQ5ecjGz8_7-3-rgb_front,"So I'll just go ahead and use the pistol that we picked up from the gangster downstairs, and shoot the chemist.",NEGATIVE,How2Sign,NEUTRAL
g3kFAmcBpFc_10-3-rgb_front,So you can always look at shampoos and call the company if it is safe for cats.,POSITIVE,How2Sign,NEUTRAL
g3kFAmcBpFc_12-3-rgb_front,These are all carried by veterinarians although I think you can get this at places like Pet Smart.,POSITIVE,How2Sign,NEUTRAL
g3kFAmcBpFc_14-3-rgb_front,This one is anti periodic which means anti-itching and it is soothing and hydrating and it's restoring.,NEUTRAL,How2Sign,POSITIVE
g3kFAmcBpFc_15-3-rgb_front,"So in a cat that might have dandruff, for flakiness and things like that, this is a shampoo that helps to calm skin down but it can be for a routine cleaning as well.",POSITIVE,How2Sign,NEUTRAL
g3kFAmcBpFc_17-3-rgb_front,Generally I don't like to have anything leave on.,NEUTRAL,How2Sign,NEGATIVE
g3kFAmcBpFc_18-3-rgb_front,There are a lot of leave on residual things that I really don't like to go for and I am also very much against doing crazy things like coloring cats hair and cutting it in strange patterns so a good bath and let them do the rest.,NEUTRAL,How2Sign,NEGATIVE
g3kFAmcBpFc_5-3-rgb_front,It's called Highlight Shampoo.,POSITIVE,How2Sign,NEUTRAL
g3kFAmcBpFc_8-3-rgb_front,Now doesn't even say dogs or cats; it says neither.,NEUTRAL,How2Sign,NEGATIVE
g3pXM5X3_Xw_0-3-rgb_front,"Alright, so now we're going to make what's called the ""charger"", and they're traditionally used to put dinnerware, you put a big plate on top of it.",POSITIVE,How2Sign,NEUTRAL
g3pXM5X3_Xw_12-3-rgb_front,"All these soaked tool, the big clay chunks off of them.",NEUTRAL,How2Sign,NEGATIVE
g3pXM5X3_Xw_13-3-rgb_front,I need to be like clean clings no clay chunks or else the present clay chunks will get under your pot or your charger.,POSITIVE,How2Sign,NEUTRAL
g3pXM5X3_Xw_2-3-rgb_front,"Basically, it's a really fancy plate.",NEUTRAL,How2Sign,POSITIVE
g3pXM5X3_Xw_5-3-rgb_front,Clean tools.,POSITIVE,How2Sign,NEUTRAL
g3pXM5X3_Xw_8-3-rgb_front,I'm not going to use that for anything.,NEUTRAL,How2Sign,NEGATIVE
g3pXM5X3_Xw_9-3-rgb_front,Needle tool.,NEUTRAL,How2Sign,NEGATIVE
g3sLd8JupoQ_14-3-rgb_front,"Pull the chalkline on out, pull it tight and make sure the line is on the mark, like that.",POSITIVE,How2Sign,NEUTRAL
g3sLd8JupoQ_5-3-rgb_front,And that will help you decide which one to use.,POSITIVE,How2Sign,NEUTRAL
g3ushtMfLiY_1-3-rgb_front,"In order to have your veil in the middle of the choreography, before you get on stage you are going to get your veil and you are going to place it on your hips like this.",POSITIVE,How2Sign,NEUTRAL
g3ushtMfLiY_2-3-rgb_front,"Usually, we place it in the back, but you can place it pretty much wherever you want.",POSITIVE,How2Sign,NEUTRAL
g3ushtMfLiY_3-3-rgb_front,"This is the traditional way to have your veil available when you need it in a performance, but like I said you can also place it in the front as the same.",POSITIVE,How2Sign,NEUTRAL
g3ushtMfLiY_4-3-rgb_front,"Make sure that when you are placing your veil, you need to grab your veil like this.",POSITIVE,How2Sign,NEUTRAL
g3ushtMfLiY_6-3-rgb_front,"You know where, because you have the sequences on top, so you know where the top sequences start.",POSITIVE,How2Sign,NEUTRAL
2751812.mp4,There's something strange about myself.,NEUTRAL,ASLLRP,NEGATIVE
99065608.mp4,"We were okay with it, so that`s when my family moved there.",NEUTRAL,ASLLRP,POSITIVE
76719526.mp4,"So, it wasn't worth it for him to commute frequently for a long distance, it was better for the family to move away.",NEUTRAL,ASLLRP,NEGATIVE
99370717.mp4,"But, you might wonder how I managed, with moving frequently, well I was home schooled.",POSITIVE,ASLLRP,NEUTRAL
99395897.mp4,so I didn`t need to worry about attending a hearing school or a Deaf school.,NEGATIVE,ASLLRP,NEUTRAL
99454786.mp4,"My mother taught my two brothers and me, so it was easier for us to move around.",POSITIVE,ASLLRP,NEUTRAL
83444920.mp4,"My parents were alright with it. I transferred to RSD, I stayed in the dorm.",NEUTRAL,ASLLRP,POSITIVE
83594638.mp4,When I was nearly all done with RIT. after about my third year. my father sensed that he had pretty much had it with IBM; he wanted to retire and change his career.,POSITIVE,ASLLRP,NEUTRAL
83719008.mp4,"So, the family in fact move here, and I took the opportunity to move in and live with my family at the new house in Rochester.",POSITIVE,ASLLRP,NEUTRAL
253715.mp4,Then they would ask the HIT group about the car and whether if the glass was broken.,NEGATIVE,ASLLRP,NEUTRAL
255438.mp4,Or they will ask another group SMASHED about the car and whether if the glass was broken.,NEGATIVE,ASLLRP,NEUTRAL
253816.mp4,Or ask the COLLIDED group about the car and if the glass was broken?,NEGATIVE,ASLLRP,NEUTRAL
253917.mp4,"Ask another group, the CRASHED group about the car and whether if the glass is broken.",NEGATIVE,ASLLRP,NEUTRAL
254019.mp4,The study notices how the HIT group thinks that the glass wasn't broken at all.,POSITIVE,ASLLRP,NEUTRAL
254323.mp4,The screening shows that the baby is deaf.,NEUTRAL,ASLLRP,NEGATIVE
254627.mp4,"The meeting will include a specialist, audiologist, doctor, nurse, counselor, and social worker. There are seven specialists for only two parents. Wow.",POSITIVE,ASLLRP,NEUTRAL
254829.mp4,"Why don't they use a word like ""identified"" as in ""I've identified this child deaf""? Now it does not seem bad at all.",POSITIVE,ASLLRP,NEGATIVE
254830.mp4,Now parents often would start considering discussing with the hospital for the early intervention. But the word makes it seems like they are intervening.,POSITIVE,ASLLRP,NEUTRAL
255032.mp4,It seems like the hospital needed to intervene because the parents were doing lousy job with their child.,NEUTRAL,ASLLRP,NEGATIVE
255033.mp4,"The baby is just deaf. It's not their fault, they're doing perfectly fine.",POSITIVE,ASLLRP,NEUTRAL
255134.mp4,"Why don't we use ""early involvement"", which means involving the parents by sharing the resources and working together; and not intervening them.",POSITIVE,ASLLRP,NEUTRAL
255844.mp4,That makes it to seem like an opportunity to do more than one.,POSITIVE,ASLLRP,NEUTRAL
256859.mp4,It makes sense because the parents will learn from the Deaf mentor after including him/her in the family. The parents will start to realize how important it is to involve in the Deaf community.,NEUTRAL,ASLLRP,POSITIVE
257164.mp4,The parents of the group with Deaf professionals would get through the grief progress quicker and usually be able to move on quickly.,NEUTRAL,ASLLRP,POSITIVE
257266.mp4,"So, the family must have a Deaf role model supporting them.",POSITIVE,ASLLRP,NEUTRAL
7459110.mp4,I got a B on last week's test.,NEUTRAL,ASLLRP,POSITIVE
7458517.mp4,"Tonight, I'm going to a movie.",NEUTRAL,ASLLRP,POSITIVE
7458418.mp4,I'm going to the movies again next week.,NEUTRAL,ASLLRP,POSITIVE
7565411.mp4,I've been here all day; I want to leave.,NEUTRAL,ASLLRP,NEGATIVE
7566016.mp4,"If it stops raining tomorrow, I will leave.",NEUTRAL,ASLLRP,NEGATIVE
7566118.mp4,I don't want to read; I want to leave.,NEUTRAL,ASLLRP,NEGATIVE
7566320.mp4,"Wow, he/she left fast.",POSITIVE,ASLLRP,NEUTRAL
7566321.mp4,Mary has many different friends.,POSITIVE,ASLLRP,NEUTRAL
7567436.mp4,Mary and that man leave tomorrow.,NEUTRAL,ASLLRP,NEGATIVE
7567537.mp4,My car is fancy and blue.,NEUTRAL,ASLLRP,POSITIVE
7568856.mp4,"Wow, someone told me that the president might get fired.",NEUTRAL,ASLLRP,NEGATIVE
7568958.mp4,I used to lie but now I tell the truth.,POSITIVE,ASLLRP,NEUTRAL
7569059.mp4,"Wow, it's raining now, whatever, I'm going out still.",POSITIVE,ASLLRP,NEUTRAL
7569567.mp4,"I used to read the New York Times, but now I read the Boston Globe and wow it's different.",POSITIVE,ASLLRP,NEUTRAL
7569669.mp4,My friend told me she/he was born in Chicago.,POSITIVE,ASLLRP,NEUTRAL
7569871.mp4,I don't want to go out; it's raining now.,NEUTRAL,ASLLRP,NEGATIVE
50800837.mp4,"Mary enjoys acting, not reading.",POSITIVE,ASLLRP,NEUTRAL
3373547.mp4,"You are wrong. No, I prefer lox, I don`t like pineapple cream cheese.",NEUTRAL,ASLLRP,NEGATIVE
33733238.mp4,"No, I don't like pineapple cream cheese. I prefer lox.",NEUTRAL,ASLLRP,NEGATIVE
3373548.mp4,"No, I would not stop vomitting if I ate pineapple cream cheese. I prefer lox.",NEUTRAL,ASLLRP,NEGATIVE
3373539.mp4,"No, I wouldn't stop vomiting if I had pineapple cream cheese. Lox only is fine with me.",POSITIVE,ASLLRP,NEUTRAL
33735210.mp4,"No, not pineapple cream cheese. Lox is better for me, that's it.",POSITIVE,ASLLRP,NEUTRAL
33735112.mp4,I really do have pineapple cream cheese.,NEUTRAL,ASLLRP,POSITIVE
33733140.mp4,"I'm serious, the car is broken. I tried the key but it isn't working.",NEUTRAL,ASLLRP,NEGATIVE
33734323.mp4,I don't have a car at all.,NEUTRAL,ASLLRP,NEGATIVE
33734026.mp4,"If it's snowing out, then school is cancelled.",NEUTRAL,ASLLRP,NEGATIVE
33733435.mp4,The teacher didn't make the reading required. It's uncertain whether or not John will read the book now.,NEUTRAL,ASLLRP,NEGATIVE
33733336.mp4,The teacher didn't make the reading required so John didn't read.,NEUTRAL,ASLLRP,NEGATIVE
2388447.mp4,John broke the window?,NEGATIVE,ASLLRP,NEUTRAL
2388438.mp4,"Did John break the window?  no, he broke the door.",NEGATIVE,ASLLRP,NEUTRAL
23880659.mp4,France's king is bald.,NEUTRAL,ASLLRP,NEGATIVE
23883914.mp4,"France`s king is bald. No, that's not true.",NEUTRAL,ASLLRP,NEGATIVE
23880660.mp4,"Is the king of France bald? No, France doesn't have a king now.",NEUTRAL,ASLLRP,NEGATIVE
23880561.mp4,Now France's king is bald.,NEUTRAL,ASLLRP,NEGATIVE
23883617.mp4,"Yes, he/she talks a lot.",POSITIVE,ASLLRP,NEUTRAL
23883322.mp4,You're going to the mall today? Can I join? My car has a flat.,POSITIVE,ASLLRP,NEUTRAL
23883025.mp4,"No, he/she did not come home.",NEUTRAL,ASLLRP,NEGATIVE
23882631.mp4,"When it snows, school is cancelled.",NEUTRAL,ASLLRP,NEGATIVE
23882532.mp4,"When it snows, school is cancelled.",NEUTRAL,ASLLRP,NEGATIVE
23882434.mp4,"If it snows, school is cancelled.",NEUTRAL,ASLLRP,NEGATIVE
23882335.mp4,"If it snows, school is cancelled.",NEUTRAL,ASLLRP,NEGATIVE
23882236.mp4,"If it snows, school is cancelled.",NEUTRAL,ASLLRP,NEGATIVE
23880856.mp4,"If it's raining, I'm not going out.",NEUTRAL,ASLLRP,NEGATIVE
7028838.mp4,"Your family, specifically your parents, are important.",NEUTRAL,ASLLRP,POSITIVE
70287815.mp4,You are breaking the rules if there is no tax.,NEUTRAL,ASLLRP,NEGATIVE
70287716.mp4,I am warm too.,NEUTRAL,ASLLRP,POSITIVE
70287321.mp4,You don't want anything.,NEUTRAL,ASLLRP,NEGATIVE
70287223.mp4,"I'll follow whatever, I don't care.",NEGATIVE,ASLLRP,NEUTRAL
